Unnamed: 0,label,path
2245,1,../chaoyang-data/train/538898-IMG028x011-1.JPG
110,2,../chaoyang-data/train/535940-IMG022x011-2.JPG
2156,1,../chaoyang-data/train/538880-3-IMG033x007-1.JPG
2228,0,../chaoyang-data/train/538897_2-IMG009x009-0.JPG
970,0,../chaoyang-data/train/536719-IMG007x012-0.JPG
2601,3,../chaoyang-data/train/539668_1-IMG020x015-3.JPG
1949,1,../chaoyang-data/train/538880-3-IMG017x017-1.JPG
1098,0,../chaoyang-data/train/537690_1-IMG015x004-0.JPG
2188,1,../chaoyang-data/train/538880-3-IMG038x023-1.JPG
1999,3,../chaoyang-data/train/538880-3-IMG021x019-3.JPG
514,0,../chaoyang-data/train/535988-IMG011x006-0.JPG
3166,1,../chaoyang-data/train/541831-IMG016x030-1.JPG
2180,1,../chaoyang-data/train/538880-3-IMG037x022-1.JPG
988,1,../chaoyang-data/train/536749-IMG010x016-1.JPG
3431,2,../chaoyang-data/train/543086_1-IMG014x023-2.JPG
635,1,../chaoyang-data/train/535997_2-IMG011x008-1.JPG
1557,1,../chaoyang-data/train/538844-4-IMG015x044-1.JPG
1329,2,../chaoyang-data/train/538377-IMG014x028-2.JPG
596,0,../chaoyang-data/train/535997_1-IMG012x006-0.JPG
1774,3,../chaoyang-data/train/538879-2-IMG021x008-3.JPG
3678,2,../chaoyang-data/train/543645_1-IMG013x025-2.JPG
2996,2,../chaoyang-data/train/540293_3-IMG020x010-2.JPG
2119,3,../chaoyang-data/train/538880-3-IMG029x026-3.JPG
1187,0,../chaoyang-data/train/537702-IMG009x005-0.JPG
325,0,../chaoyang-data/train/535954-IMG010x009-0.JPG
2251,0,../chaoyang-data/train/538899-IMG004x015-0.JPG
3468,1,../chaoyang-data/train/543086_1-IMG027x016-1.JPG
2261,0,../chaoyang-data/train/538899-IMG008x016-0.JPG
3859,3,../chaoyang-data/train/543645_2-IMG022x008-3.JPG
1686,3,../chaoyang-data/train/538879-1-IMG020x020-3.JPG
3664,2,../chaoyang-data/train/543645_1-IMG012x029-2.JPG
2110,3,../chaoyang-data/train/538880-3-IMG028x057-3.JPG
1383,1,../chaoyang-data/train/538721-IMG005x007-1.JPG
1050,1,../chaoyang-data/train/537501-IMG013x008-1.JPG
1618,1,../chaoyang-data/train/538849-1-IMG012x014-1.JPG
2662,1,../chaoyang-data/train/539972_1-IMG011x014-1.JPG
2131,1,../chaoyang-data/train/538880-3-IMG030x025-1.JPG
3888,2,../chaoyang-data/train/543645_4-IMG007x008-2.JPG
1057,0,../chaoyang-data/train/537501-IMG016x012-0.JPG
1969,3,../chaoyang-data/train/538880-3-IMG019x010-3.JPG
1853,3,../chaoyang-data/train/538880-3-IMG011x025-3.JPG
1395,1,../chaoyang-data/train/538721-IMG010x009-1.JPG
332,0,../chaoyang-data/train/535954-IMG011x009-0.JPG
2647,3,../chaoyang-data/train/539668_2-IMG008x011-3.JPG
1672,3,../chaoyang-data/train/538879-1-IMG016x021-3.JPG
3809,1,../chaoyang-data/train/543645_2-IMG008x006-1.JPG
1904,3,../chaoyang-data/train/538880-3-IMG014x019-3.JPG
2034,1,../chaoyang-data/train/538880-3-IMG023x014-1.JPG
632,0,../chaoyang-data/train/535997_2-IMG009x009-0.JPG
935,1,../chaoyang-data/train/536709_1-IMG019x007-1.JPG
104,2,../chaoyang-data/train/535940-IMG021x019-2.JPG
2330,3,../chaoyang-data/train/539085_1-IMG005x006-3.JPG
404,0,../chaoyang-data/train/535957-IMG005x006-0.JPG
354,0,../chaoyang-data/train/535956-IMG007x006-0.JPG
1606,1,../chaoyang-data/train/538849-1-IMG009x010-1.JPG
3544,2,../chaoyang-data/train/543358_1-IMG024x010-2.JPG
2406,0,../chaoyang-data/train/539085_2-IMG026x018-0.JPG
1336,0,../chaoyang-data/train/538377-IMG016x009-0.JPG
1097,0,../chaoyang-data/train/537690_1-IMG014x009-0.JPG
3926,3,../chaoyang-data/train/543645_5-IMG006x006-3.JPG
2444,0,../chaoyang-data/train/539362-IMG008x011-0.JPG
1651,1,../chaoyang-data/train/538879-1-IMG009x029-1.JPG
3636,2,../chaoyang-data/train/543645_1-IMG010x025-2.JPG
244,0,../chaoyang-data/train/535953-IMG008x010-0.JPG
2120,3,../chaoyang-data/train/538880-3-IMG029x027-3.JPG
3730,2,../chaoyang-data/train/543645_1-IMG024x009-2.JPG
3429,2,../chaoyang-data/train/543086_1-IMG014x013-2.JPG
2091,3,../chaoyang-data/train/538880-3-IMG027x057-3.JPG
1806,3,../chaoyang-data/train/538880-3-IMG006x028-3.JPG
3141,1,../chaoyang-data/train/541500-IMG030x010-1.JPG
2749,1,../chaoyang-data/train/539972_2-IMG025x010-1.JPG
1536,1,../chaoyang-data/train/538844-3-IMG009x014-1.JPG
3198,2,../chaoyang-data/train/541831-IMG022x015-2.JPG
2577,1,../chaoyang-data/train/539668_1-IMG017x008-1.JPG
127,2,../chaoyang-data/train/535940-IMG023x026-2.JPG
307,0,../chaoyang-data/train/535954-IMG008x006-0.JPG
787,3,../chaoyang-data/train/536707_2-IMG012x008-3.JPG
431,0,../chaoyang-data/train/535957-IMG013x011-0.JPG
696,1,../chaoyang-data/train/536706_2-IMG007x011-1.JPG
2499,2,../chaoyang-data/train/539668_1-IMG008x028-2.JPG
550,3,../chaoyang-data/train/535990_2-IMG011x022-3.JPG
1075,3,../chaoyang-data/train/537688_3-IMG007x006-3.JPG
1854,3,../chaoyang-data/train/538880-3-IMG011x029-3.JPG
426,0,../chaoyang-data/train/535957-IMG012x016-0.JPG
2914,2,../chaoyang-data/train/540293_1-IMG021x019-2.JPG
1802,1,../chaoyang-data/train/538880-3-IMG005x030-1.JPG
3594,1,../chaoyang-data/train/543358_3-IMG013x009-1.JPG
2174,1,../chaoyang-data/train/538880-3-IMG036x006-1.JPG
1498,1,../chaoyang-data/train/538844-2-IMG004x009-1.JPG
3820,3,../chaoyang-data/train/543645_2-IMG010x014-3.JPG
3196,3,../chaoyang-data/train/541831-IMG021x030-3.JPG
820,0,../chaoyang-data/train/536709_1-IMG007x013-0.JPG
1560,1,../chaoyang-data/train/538844-4-IMG017x038-1.JPG
2143,3,../chaoyang-data/train/538880-3-IMG031x055-3.JPG
681,0,../chaoyang-data/train/536706_1-IMG012x006-0.JPG
1674,3,../chaoyang-data/train/538879-1-IMG017x022-3.JPG
906,0,../chaoyang-data/train/536709_1-IMG016x012-0.JPG
334,0,../chaoyang-data/train/535954-IMG012x004-0.JPG
1583,3,../chaoyang-data/train/538846-IMG012x016-3.JPG
3549,1,../chaoyang-data/train/543358_2-IMG008x010-1.JPG
2709,1,../chaoyang-data/train/539972_2-IMG014x038-1.JPG
2728,0,../chaoyang-data/train/539972_2-IMG019x013-0.JPG
1638,0,../chaoyang-data/train/538850-IMG008x038-0.JPG
932,0,../chaoyang-data/train/536709_1-IMG018x020-0.JPG
764,0,../chaoyang-data/train/536707_2-IMG004x006-0.JPG
679,1,../chaoyang-data/train/536706_1-IMG011x013-1.JPG
3389,2,../chaoyang-data/train/543086_1-IMG006x026-2.JPG
1500,0,../chaoyang-data/train/538844-2-IMG005x009-0.JPG
3090,1,../chaoyang-data/train/541500-IMG015x024-1.JPG
1358,0,../chaoyang-data/train/538377-IMG024x010-0.JPG
2580,2,../chaoyang-data/train/539668_1-IMG017x026-2.JPG
3305,1,../chaoyang-data/train/542441-IMG016x026-1.JPG
798,0,../chaoyang-data/train/536707_2-IMG014x009-0.JPG
1600,0,../chaoyang-data/train/538849-1-IMG007x013-0.JPG
177,0,../chaoyang-data/train/535943_1-IMG004x011-0.JPG
524,3,../chaoyang-data/train/535988-IMG013x009-3.JPG
2351,2,../chaoyang-data/train/539085_2-IMG007x012-2.JPG
2743,2,../chaoyang-data/train/539972_2-IMG023x016-2.JPG
610,0,../chaoyang-data/train/535997_1-IMG014x009-0.JPG
1484,1,../chaoyang-data/train/538844-1-IMG008x051-1.JPG
1790,3,../chaoyang-data/train/538879-2-IMG024x008-3.JPG
623,1,../chaoyang-data/train/535997_2-IMG008x005-1.JPG
779,1,../chaoyang-data/train/536707_2-IMG008x009-1.JPG
3870,3,../chaoyang-data/train/543645_3-IMG012x015-3.JPG
241,1,../chaoyang-data/train/535953-IMG008x006-1.JPG
3087,2,../chaoyang-data/train/541500-IMG015x008-2.JPG
2823,2,../chaoyang-data/train/540293_1-IMG015x016-2.JPG
3311,1,../chaoyang-data/train/542441-IMG017x028-1.JPG
1449,2,../chaoyang-data/train/538842_2-IMG004x009-2.JPG
1505,1,../chaoyang-data/train/538844-2-IMG007x009-1.JPG
2879,2,../chaoyang-data/train/540293_1-IMG018x024-2.JPG
3752,3,../chaoyang-data/train/543645_1-IMG030x013-3.JPG
2347,2,../chaoyang-data/train/539085_2-IMG006x015-2.JPG
667,0,../chaoyang-data/train/536706_1-IMG010x007-0.JPG
2644,2,../chaoyang-data/train/539668_1-IMG026x021-2.JPG
2233,1,../chaoyang-data/train/538898-IMG005x014-1.JPG
3895,2,../chaoyang-data/train/543645_4-IMG008x009-2.JPG
2333,3,../chaoyang-data/train/539085_1-IMG007x006-3.JPG
2813,2,../chaoyang-data/train/540293_1-IMG014x022-2.JPG
2364,2,../chaoyang-data/train/539085_2-IMG013x005-2.JPG
1086,0,../chaoyang-data/train/537688_4-IMG006x007-0.JPG
1761,3,../chaoyang-data/train/538879-2-IMG012x011-3.JPG
3536,2,../chaoyang-data/train/543358_1-IMG021x012-2.JPG
3922,2,../chaoyang-data/train/543645_4-IMG012x010-2.JPG
2801,2,../chaoyang-data/train/540293_1-IMG012x010-2.JPG
399,1,../chaoyang-data/train/535956-IMG014x010-1.JPG
3110,2,../chaoyang-data/train/541500-IMG019x008-2.JPG
4016,2,../chaoyang-data/train/543716-IMG017x010-2.JPG
559,3,../chaoyang-data/train/535990_2-IMG013x026-3.JPG
2833,2,../chaoyang-data/train/540293_1-IMG015x032-2.JPG
214,0,../chaoyang-data/train/535943_1-IMG008x008-0.JPG
323,0,../chaoyang-data/train/535954-IMG010x007-0.JPG
1487,1,../chaoyang-data/train/538844-1-IMG010x048-1.JPG
3326,1,../chaoyang-data/train/542441-IMG019x028-1.JPG
2526,2,../chaoyang-data/train/539668_1-IMG011x008-2.JPG
2162,3,../chaoyang-data/train/538880-3-IMG034x047-3.JPG
2140,3,../chaoyang-data/train/538880-3-IMG031x050-3.JPG
2593,1,../chaoyang-data/train/539668_1-IMG019x006-1.JPG
445,1,../chaoyang-data/train/535958-IMG006x011-1.JPG
3810,3,../chaoyang-data/train/543645_2-IMG008x012-3.JPG
2223,0,../chaoyang-data/train/538897_2-IMG005x005-0.JPG
2361,2,../chaoyang-data/train/539085_2-IMG012x016-2.JPG
2256,0,../chaoyang-data/train/538899-IMG005x017-0.JPG
793,1,../chaoyang-data/train/536707_2-IMG013x010-1.JPG
657,0,../chaoyang-data/train/536706_1-IMG009x009-0.JPG
2275,0,../chaoyang-data/train/538899-IMG011x020-0.JPG
2817,2,../chaoyang-data/train/540293_1-IMG014x032-2.JPG
1788,3,../chaoyang-data/train/538879-2-IMG024x006-3.JPG
3076,1,../chaoyang-data/train/541500-IMG012x010-1.JPG
1841,3,../chaoyang-data/train/538880-3-IMG010x031-3.JPG
2096,3,../chaoyang-data/train/538880-3-IMG028x009-3.JPG
1471,1,../chaoyang-data/train/538842_2-IMG020x015-1.JPG
2016,1,../chaoyang-data/train/538880-3-IMG022x011-1.JPG
2124,3,../chaoyang-data/train/538880-3-IMG029x053-3.JPG
2214,3,../chaoyang-data/train/538880-3-IMG040x058-3.JPG
256,0,../chaoyang-data/train/535953-IMG011x011-0.JPG
1894,3,../chaoyang-data/train/538880-3-IMG014x007-3.JPG
2947,2,../chaoyang-data/train/540293_2-IMG017x009-2.JPG
2340,1,../chaoyang-data/train/539085_1-IMG011x005-1.JPG
1064,0,../chaoyang-data/train/537688_1-IMG005x005-0.JPG
2402,0,../chaoyang-data/train/539085_2-IMG023x019-0.JPG
992,1,../chaoyang-data/train/536749-IMG011x016-1.JPG
3655,2,../chaoyang-data/train/543645_1-IMG012x019-2.JPG
35,2,../chaoyang-data/train/535940-IMG012x027-2.JPG
1951,3,../chaoyang-data/train/538880-3-IMG017x023-3.JPG
3106,1,../chaoyang-data/train/541500-IMG018x013-1.JPG
1924,1,../chaoyang-data/train/538880-3-IMG015x048-1.JPG
2186,1,../chaoyang-data/train/538880-3-IMG038x021-1.JPG
284,0,../chaoyang-data/train/535953-IMG020x009-0.JPG
933,0,../chaoyang-data/train/536709_1-IMG018x021-0.JPG
1387,1,../chaoyang-data/train/538721-IMG007x007-1.JPG
3218,2,../chaoyang-data/train/541831-IMG027x024-2.JPG
3063,1,../chaoyang-data/train/541500-IMG008x014-1.JPG
953,1,../chaoyang-data/train/536709_2-IMG010x013-1.JPG
2446,0,../chaoyang-data/train/539362-IMG008x013-0.JPG
2586,1,../chaoyang-data/train/539668_1-IMG018x009-1.JPG
943,0,../chaoyang-data/train/536709_1-IMG020x011-0.JPG
1808,3,../chaoyang-data/train/538880-3-IMG007x018-3.JPG
1566,1,../chaoyang-data/train/538844-4-IMG019x045-1.JPG
3781,2,../chaoyang-data/train/543645_1-IMG038x019-2.JPG
3416,2,../chaoyang-data/train/543086_1-IMG012x011-2.JPG
1469,1,../chaoyang-data/train/538842_2-IMG019x018-1.JPG
1011,3,../chaoyang-data/train/537501-IMG005x011-3.JPG
1797,3,../chaoyang-data/train/538880-3-IMG004x020-3.JPG
3514,2,../chaoyang-data/train/543358_1-IMG011x009-2.JPG
2756,2,../chaoyang-data/train/539972_2-IMG028x015-2.JPG
2070,3,../chaoyang-data/train/538880-3-IMG026x026-3.JPG
1280,1,../chaoyang-data/train/537839_2-IMG012x009-1.JPG
3043,2,../chaoyang-data/train/541311_3-IMG010x022-2.JPG
1558,0,../chaoyang-data/train/538844-4-IMG016x042-0.JPG
184,0,../chaoyang-data/train/535943_1-IMG005x011-0.JPG
1000,1,../chaoyang-data/train/537495_1-IMG007x011-1.JPG
487,0,../chaoyang-data/train/535960-IMG010x012-0.JPG
2112,3,../chaoyang-data/train/538880-3-IMG028x060-3.JPG
3574,1,../chaoyang-data/train/543358_3-IMG008x007-1.JPG
432,1,../chaoyang-data/train/535957-IMG014x006-1.JPG
2352,2,../chaoyang-data/train/539085_2-IMG007x016-2.JPG
331,0,../chaoyang-data/train/535954-IMG011x008-0.JPG
1934,3,../chaoyang-data/train/538880-3-IMG016x023-3.JPG
1970,1,../chaoyang-data/train/538880-3-IMG019x014-1.JPG
3424,2,../chaoyang-data/train/543086_1-IMG013x019-2.JPG
3558,1,../chaoyang-data/train/543358_2-IMG012x006-1.JPG
2470,2,../chaoyang-data/train/539668_1-IMG006x008-2.JPG
2187,1,../chaoyang-data/train/538880-3-IMG038x022-1.JPG
477,0,../chaoyang-data/train/535960-IMG009x007-0.JPG
455,0,../chaoyang-data/train/535958-IMG013x017-0.JPG
1875,3,../chaoyang-data/train/538880-3-IMG013x008-3.JPG
4020,2,../chaoyang-data/train/543716-IMG018x011-2.JPG
1816,1,../chaoyang-data/train/538880-3-IMG008x022-1.JPG
2747,1,../chaoyang-data/train/539972_2-IMG024x013-1.JPG
367,0,../chaoyang-data/train/535956-IMG009x004-0.JPG
3291,2,../chaoyang-data/train/542441-IMG012x017-2.JPG
380,1,../chaoyang-data/train/535956-IMG010x011-1.JPG
617,1,../chaoyang-data/train/535997_2-IMG005x008-1.JPG
3342,2,../chaoyang-data/train/542441-IMG024x009-2.JPG
1645,0,../chaoyang-data/train/538850-IMG011x038-0.JPG
111,2,../chaoyang-data/train/535940-IMG022x017-2.JPG
1459,2,../chaoyang-data/train/538842_2-IMG008x007-2.JPG
2049,3,../chaoyang-data/train/538880-3-IMG024x055-3.JPG
2428,2,../chaoyang-data/train/539085_2-IMG034x009-2.JPG
2282,0,../chaoyang-data/train/538899-IMG013x012-0.JPG
1198,0,../chaoyang-data/train/537702-IMG011x011-0.JPG
3454,2,../chaoyang-data/train/543086_1-IMG022x020-2.JPG
923,0,../chaoyang-data/train/536709_1-IMG017x019-0.JPG
1870,1,../chaoyang-data/train/538880-3-IMG012x047-1.JPG
2078,1,../chaoyang-data/train/538880-3-IMG026x058-1.JPG
3852,3,../chaoyang-data/train/543645_2-IMG021x007-3.JPG
1076,0,../chaoyang-data/train/537688_3-IMG008x015-0.JPG
942,0,../chaoyang-data/train/536709_1-IMG019x022-0.JPG
2824,2,../chaoyang-data/train/540293_1-IMG015x017-2.JPG
890,1,../chaoyang-data/train/536709_1-IMG013x018-1.JPG
1408,0,../chaoyang-data/train/538721-IMG014x009-0.JPG
2964,2,../chaoyang-data/train/540293_2-IMG027x005-2.JPG
2685,2,../chaoyang-data/train/539972_2-IMG011x008-2.JPG
3812,1,../chaoyang-data/train/543645_2-IMG009x006-1.JPG
3255,2,../chaoyang-data/train/541831-IMG038x025-2.JPG
2642,2,../chaoyang-data/train/539668_1-IMG026x018-2.JPG
1958,1,../chaoyang-data/train/538880-3-IMG017x051-1.JPG
3822,1,../chaoyang-data/train/543645_2-IMG011x008-1.JPG
490,0,../chaoyang-data/train/535960-IMG011x008-0.JPG
2032,1,../chaoyang-data/train/538880-3-IMG023x012-1.JPG
3843,1,../chaoyang-data/train/543645_2-IMG016x008-1.JPG
997,1,../chaoyang-data/train/536828-IMG008x009-1.JPG
3958,2,../chaoyang-data/train/543716-IMG009x014-2.JPG
2154,1,../chaoyang-data/train/538880-3-IMG033x005-1.JPG
1233,0,../chaoyang-data/train/537705-IMG008x006-0.JPG
1793,3,../chaoyang-data/train/538879-2-IMG026x002-3.JPG
2864,2,../chaoyang-data/train/540293_1-IMG017x024-2.JPG
637,0,../chaoyang-data/train/536706_1-IMG006x013-0.JPG
429,0,../chaoyang-data/train/535957-IMG013x009-0.JPG
330,0,../chaoyang-data/train/535954-IMG011x007-0.JPG
4019,2,../chaoyang-data/train/543716-IMG017x017-2.JPG
3546,3,../chaoyang-data/train/543358_2-IMG007x005-3.JPG
1772,3,../chaoyang-data/train/538879-2-IMG020x011-3.JPG
1936,3,../chaoyang-data/train/538880-3-IMG016x025-3.JPG
3324,1,../chaoyang-data/train/542441-IMG019x025-1.JPG
225,0,../chaoyang-data/train/535943_2-IMG010x013-0.JPG
3839,3,../chaoyang-data/train/543645_2-IMG015x005-3.JPG
1341,0,../chaoyang-data/train/538377-IMG018x013-0.JPG
2271,0,../chaoyang-data/train/538899-IMG011x011-0.JPG
1543,1,../chaoyang-data/train/538844-3-IMG014x013-1.JPG
1873,1,../chaoyang-data/train/538880-3-IMG012x050-1.JPG
683,0,../chaoyang-data/train/536706_1-IMG012x010-0.JPG
3224,2,../chaoyang-data/train/541831-IMG028x026-2.JPG
1950,3,../chaoyang-data/train/538880-3-IMG017x020-3.JPG
365,0,../chaoyang-data/train/535956-IMG008x011-0.JPG
831,0,../chaoyang-data/train/536709_1-IMG009x011-0.JPG
1259,0,../chaoyang-data/train/537723-IMG011x010-0.JPG
3407,2,../chaoyang-data/train/543086_1-IMG010x011-2.JPG
663,0,../chaoyang-data/train/536706_1-IMG009x015-0.JPG
459,1,../chaoyang-data/train/535958-IMG016x015-1.JPG
3486,2,../chaoyang-data/train/543358_1-IMG007x006-2.JPG
4,1,../chaoyang-data/train/353042_4-IMG007x015-1.JPG
2395,2,../chaoyang-data/train/539085_2-IMG019x010-2.JPG
2085,3,../chaoyang-data/train/538880-3-IMG027x026-3.JPG
2114,1,../chaoyang-data/train/538880-3-IMG029x008-1.JPG
1298,3,../chaoyang-data/train/537840_2-IMG011x011-3.JPG
1628,3,../chaoyang-data/train/538849-2-IMG009x007-3.JPG
3828,3,../chaoyang-data/train/543645_2-IMG012x010-3.JPG
974,0,../chaoyang-data/train/536719-IMG008x011-0.JPG
3282,1,../chaoyang-data/train/542441-IMG010x023-1.JPG
468,0,../chaoyang-data/train/535960-IMG007x010-0.JPG
985,3,../chaoyang-data/train/536749-IMG010x008-3.JPG
715,1,../chaoyang-data/train/536706_2-IMG011x011-1.JPG
2863,2,../chaoyang-data/train/540293_1-IMG017x023-2.JPG
315,0,../chaoyang-data/train/535954-IMG009x006-0.JPG
2423,0,../chaoyang-data/train/539085_2-IMG030x018-0.JPG
181,0,../chaoyang-data/train/535943_1-IMG005x006-0.JPG
2567,1,../chaoyang-data/train/539668_1-IMG016x004-1.JPG
1292,0,../chaoyang-data/train/537839_3-IMG010x017-0.JPG
2657,1,../chaoyang-data/train/539972_1-IMG010x006-1.JPG
1377,1,../chaoyang-data/train/538708-IMG015x010-1.JPG
2073,3,../chaoyang-data/train/538880-3-IMG026x038-3.JPG
1237,0,../chaoyang-data/train/537705-IMG008x011-0.JPG
878,0,../chaoyang-data/train/536709_1-IMG012x020-0.JPG
1601,0,../chaoyang-data/train/538849-1-IMG007x018-0.JPG
2949,2,../chaoyang-data/train/540293_2-IMG020x017-2.JPG
1887,1,../chaoyang-data/train/538880-3-IMG013x030-1.JPG
1667,0,../chaoyang-data/train/538879-1-IMG015x026-0.JPG
1830,1,../chaoyang-data/train/538880-3-IMG009x046-1.JPG
750,3,../chaoyang-data/train/536707_1-IMG010x009-3.JPG
3595,1,../chaoyang-data/train/543358_3-IMG013x011-1.JPG
1629,0,../chaoyang-data/train/538849-2-IMG009x008-0.JPG
1874,3,../chaoyang-data/train/538880-3-IMG013x007-3.JPG
2189,3,../chaoyang-data/train/538880-3-IMG038x042-3.JPG
3013,1,../chaoyang-data/train/541311_1-IMG030x016-1.JPG
397,1,../chaoyang-data/train/535956-IMG014x008-1.JPG
1099,0,../chaoyang-data/train/537690_1-IMG015x005-0.JPG
1703,1,../chaoyang-data/train/538879-1-IMG031x013-1.JPG
2853,2,../chaoyang-data/train/540293_1-IMG017x009-2.JPG
2883,2,../chaoyang-data/train/540293_1-IMG019x011-2.JPG
1786,1,../chaoyang-data/train/538879-2-IMG023x012-1.JPG
1527,1,../chaoyang-data/train/538844-2-IMG012x011-1.JPG
1179,0,../chaoyang-data/train/537702-IMG007x016-0.JPG
2659,1,../chaoyang-data/train/539972_1-IMG010x013-1.JPG
1991,1,../chaoyang-data/train/538880-3-IMG020x051-1.JPG
3647,2,../chaoyang-data/train/543645_1-IMG011x022-2.JPG
3995,2,../chaoyang-data/train/543716-IMG013x018-2.JPG
1569,0,../chaoyang-data/train/538845-1-IMG008x011-0.JPG
2581,1,../chaoyang-data/train/539668_1-IMG018x004-1.JPG
2696,3,../chaoyang-data/train/539972_2-IMG013x012-3.JPG
3844,1,../chaoyang-data/train/543645_2-IMG017x002-1.JPG
3144,1,../chaoyang-data/train/541500-IMG031x012-1.JPG
3508,2,../chaoyang-data/train/543358_1-IMG010x016-2.JPG
2508,2,../chaoyang-data/train/539668_1-IMG009x018-2.JPG
3002,2,../chaoyang-data/train/540293_3-IMG025x025-2.JPG
1074,0,../chaoyang-data/train/537688_3-IMG005x014-0.JPG
902,0,../chaoyang-data/train/536709_1-IMG015x012-0.JPG
3071,1,../chaoyang-data/train/541500-IMG011x023-1.JPG
2,1,../chaoyang-data/train/353042_4-IMG006x010-1.JPG
2447,0,../chaoyang-data/train/539362-IMG009x011-0.JPG
594,0,../chaoyang-data/train/535997_1-IMG011x010-0.JPG
2283,0,../chaoyang-data/train/538899-IMG013x013-0.JPG
1393,3,../chaoyang-data/train/538721-IMG009x012-3.JPG
1166,0,../chaoyang-data/train/537702-IMG006x006-0.JPG
3573,1,../chaoyang-data/train/543358_3-IMG008x005-1.JPG
1716,0,../chaoyang-data/train/538879-1-IMG033x017-0.JPG
293,0,../chaoyang-data/train/535954-IMG005x007-0.JPG
2713,0,../chaoyang-data/train/539972_2-IMG015x024-0.JPG
1274,0,../chaoyang-data/train/537839_2-IMG010x013-0.JPG
118,2,../chaoyang-data/train/535940-IMG022x028-2.JPG
1906,3,../chaoyang-data/train/538880-3-IMG014x026-3.JPG
2452,0,../chaoyang-data/train/539364-IMG004x003-0.JPG
1431,0,../chaoyang-data/train/538842_1-IMG011x010-0.JPG
1907,3,../chaoyang-data/train/538880-3-IMG014x030-3.JPG
300,1,../chaoyang-data/train/535954-IMG007x006-1.JPG
2515,2,../chaoyang-data/train/539668_1-IMG010x004-2.JPG
2965,2,../chaoyang-data/train/540293_2-IMG027x006-2.JPG
